http://173.254.86.44/~medscape/images/images/googledocss/sss/index.htm; Delete
http://18.220.29.53/capo/b97cb7c15585d7f36b97cb7c7f36b97cb7c36b985db97cb7c17cb7c1585d7f36/finish.html; Delete
http://18.220.29.53/capo/b97cb7c15585d7f36b97cb7c7f36b97cb7c36b985db97cb7c17cb7c1585d7f36/verification.html; Delete
http://185.7.212.47/https/banquepopulairefrance/3284c5f9be04f8d57fecabdd4c1586e2/final.php; Delete
http://185.7.214.244/login/ussa-client-area/secure%20access/verification-process/Usaa; Delete
http://212.237.40.242/wp-includes/lyonnais/E.lcl/HM6Ly9jZnNwurlaHHM6Ly9jZnNwYXR0cYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cala/aHR0cHM6Ly9jZnNwYXurnNwYXlaHR0cHM6Ly9jZ/Iyon/07383/index2.html; Delete
http://212.237.40.242/wp-includes/lyonnais/E.lcl/HM6Ly9jZnNwurlaHHM6Ly9jZnNwYXR0cYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cala/aHR0cHM6Ly9jZnNwYXurnNwYXlaHR0cHM6Ly9jZ/Iyon/07383/index3.html; Delete
http://212.237.40.242/wp-includes/lyonnais/E.lcl/HM6Ly9jZnNwurlaHHM6Ly9jZnNwYXR0cYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cala/aHR0cHM6Ly9jZnNwYXurnNwYXlaHR0cHM6Ly9jZ/Iyon/239b0/index2.html; Delete
http://212.237.40.242/wp-includes/lyonnais/E.lcl/HM6Ly9jZnNwurlaHHM6Ly9jZnNwYXR0cYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cala/aHR0cHM6Ly9jZnNwYXurnNwYXlaHR0cHM6Ly9jZ/Iyon/239b0/index3.html; Delete
http://212.237.40.242/wp-includes/lyonnais/E.lcl/HM6Ly9jZnNwurlaHHM6Ly9jZnNwYXR0cYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cala/aHR0cHM6Ly9jZnNwYXurnNwYXlaHR0cHM6Ly9jZ/Iyon/9f77e/index2.html; Delete
http://212.237.40.242/wp-includes/lyonnais/E.lcl/HM6Ly9jZnNwurlaHHM6Ly9jZnNwYXR0cYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cHM6Ly9jZnNwYXurlaHR0cala/aHR0cHM6Ly9jZnNwYXurnNwYXlaHR0cHM6Ly9jZ/Iyon/9f77e/index3.html; Delete
