http://productfeed.ch:80, malicious, Wed Sep 20 01:39:29 2017, https://quttera.com/detailed_report/productfeed.ch
http://www.highpoint.net:80, malicious, Wed Sep 20 01:39:10 2017, https://quttera.com/detailed_report/www.highpoint.net
http://asiajizz.blogspot.com:80, malicious, Wed Sep 20 01:39:09 2017, https://quttera.com/detailed_report/asiajizz.blogspot.com
http://www.asiasonic.com.hk:80, malicious, Wed Sep 20 01:37:12 2017, https://quttera.com/detailed_report/www.asiasonic.com.hk
http://kasmetal.com.tr:80, malicious, Wed Sep 20 01:36:26 2017, https://quttera.com/detailed_report/kasmetal.com.tr
http://debbiegibsonnude983.pornblink.com:80, malicious, Wed Sep 20 01:28:03 2017, https://quttera.com/detailed_report/debbiegibsonnude983.pornblink.com
http://nevadasundental.com:80, malicious, Wed Sep 20 01:23:25 2017, https://quttera.com/detailed_report/nevadasundental.com
http://hbomdak.blogspot.com:80, malicious, Wed Sep 20 01:19:59 2017, https://quttera.com/detailed_report/hbomdak.blogspot.com
http://24legnica.pl:80, malicious, Wed Sep 20 01:16:48 2017, https://quttera.com/detailed_report/24legnica.pl
http://www.xcollar.cz:80, malicious, Wed Sep 20 01:16:09 2017, https://quttera.com/detailed_report/www.xcollar.cz
http://engoconstruction.com:80, malicious, Wed Sep 20 00:52:35 2017, https://quttera.com/detailed_report/engoconstruction.com
http://streamhomeporn.com:80, malicious, Wed Sep 20 00:45:10 2017, https://quttera.com/detailed_report/streamhomeporn.com
http://newpissing.com:80, malicious, Wed Sep 20 00:44:54 2017, https://quttera.com/detailed_report/newpissing.com
http://medicallocumservices.com.au:80, malicious, Wed Sep 20 00:35:41 2017, https://quttera.com/detailed_report/medicallocumservices.com.au
http://myhouserabbit.com:80, malicious, Wed Sep 20 00:25:04 2017, https://quttera.com/detailed_report/myhouserabbit.com
http://www.lauzau.com:80, malicious, Wed Sep 20 00:23:48 2017, https://quttera.com/detailed_report/www.lauzau.com
http://grandmufti.bg:80, malicious, Wed Sep 20 00:22:50 2017, https://quttera.com/detailed_report/grandmufti.bg
http://discoverphil.com:80, malicious, Wed Sep 20 00:22:22 2017, https://quttera.com/detailed_report/discoverphil.com
http://www.vpn4all.com:80, malicious, Wed Sep 20 00:18:48 2017, https://quttera.com/detailed_report/www.vpn4all.com
http://oca.news:80, malicious, Wed Sep 20 00:17:29 2017, https://quttera.com/detailed_report/oca.news
http://travertinesealer.org:80, malicious, Wed Sep 20 00:04:45 2017, https://quttera.com/detailed_report/travertinesealer.org
http://chaosium.com:80, malicious, Wed Sep 20 00:02:02 2017, https://quttera.com/detailed_report/chaosium.com
http://atelierdiptyc.com:80, malicious, Wed Sep 20 00:00:35 2017, https://quttera.com/detailed_report/atelierdiptyc.com
http://outdoor-show.com:80, malicious, Tue Sep 19 23:55:34 2017, https://quttera.com/detailed_report/outdoor-show.com
http://24movingdeals.com:80, malicious, Tue Sep 19 23:54:37 2017, https://quttera.com/detailed_report/24movingdeals.com
http://www.lacancha.com:80, malicious, Tue Sep 19 23:53:15 2017, https://quttera.com/detailed_report/www.lacancha.com
http://catactors.com:80, malicious, Tue Sep 19 23:47:52 2017, https://quttera.com/detailed_report/catactors.com
http://www.belcitymall.ru:80, malicious, Tue Sep 19 23:47:35 2017, https://quttera.com/detailed_report/www.belcitymall.ru
http://reisefit.ch:80, malicious, Tue Sep 19 23:45:49 2017, https://quttera.com/detailed_report/reisefit.ch
http://www.libertinades.com:80, malicious, Tue Sep 19 23:35:19 2017, https://quttera.com/detailed_report/www.libertinades.com
http://www.slimjet.com:80, malicious, Tue Sep 19 23:18:49 2017, https://quttera.com/detailed_report/www.slimjet.com
http://diogotutuba.com:80, malicious, Tue Sep 19 23:18:32 2017, https://quttera.com/detailed_report/diogotutuba.com
http://d26w5t6q32tb9z.cloudfront.net:80, malicious, Tue Sep 19 23:18:10 2017, https://quttera.com/detailed_report/d26w5t6q32tb9z.cloudfront.net
http://cnlpaltogo.tg:80, malicious, Tue Sep 19 22:53:15 2017, https://quttera.com/detailed_report/cnlpaltogo.tg
http://7ba.org:80, malicious, Tue Sep 19 22:53:08 2017, https://quttera.com/detailed_report/7ba.org
http://www.arbalest.ru:80, malicious, Tue Sep 19 22:52:57 2017, https://quttera.com/detailed_report/www.arbalest.ru
http://unfabrikasi.com:80, malicious, Tue Sep 19 22:52:57 2017, https://quttera.com/detailed_report/unfabrikasi.com
http://www.youngvideo.xyz:80, malicious, Tue Sep 19 22:49:03 2017, https://quttera.com/detailed_report/www.youngvideo.xyz
http://tecfa.unige.ch:80, malicious, Tue Sep 19 22:45:16 2017, https://quttera.com/detailed_report/tecfa.unige.ch
